1,1,273,587,55,121,1,-1,-1,-1
2,1,269,588,54,121,1,-1,-1,-1
3,1,268,589,54,121,1,-1,-1,-1
4,1,264,591,52,122,1,-1,-1,-1
5,1,263,592,51,122,1,-1,-1,-1
6,1,261,594,49,122,1,-1,-1,-1
7,1,259,596,48,122,1,-1,-1,-1
8,1,258,596,47,123,1,-1,-1,-1
9,1,257,597,45,125,1,-1,-1,-1
10,1,256,598,44,125,1,-1,-1,-1
11,1,255,600,43,125,1,-1,-1,-1
12,1,252,601,45,124,1,-1,-1,-1
13,1,248,604,47,122,1,-1,-1,-1
14,1,247,604,47,123,1,-1,-1,-1
15,1,245,605,47,123,1,-1,-1,-1
16,1,243,607,49,123,1,-1,-1,-1
17,1,242,607,49,122,1,-1,-1,-1
18,1,239,607,47,120,1,-1,-1,-1
19,1,236,607,47,121,1,-1,-1,-1
20,1,233,608,46,121,1,-1,-1,-1
21,1,230,608,46,121,1,-1,-1,-1
22,1,225,608,46,121,1,-1,-1,-1
23,1,223,608,46,122,1,-1,-1,-1
24,1,220,610,46,123,1,-1,-1,-1
25,1,218,612,46,123,1,-1,-1,-1
26,1,217,612,47,123,1,-1,-1,-1
27,1,210,614,49,123,1,-1,-1,-1
28,1,208,615,49,123,1,-1,-1,-1
29,1,207,615,49,123,1,-1,-1,-1
30,1,205,617,49,124,1,-1,-1,-1
31,1,201,616,48,125,1,-1,-1,-1
32,1,200,616,48,124,1,-1,-1,-1
33,1,197,617,48,123,1,-1,-1,-1
34,1,193,616,48,123,1,-1,-1,-1
35,1,193,616,48,123,1,-1,-1,-1
36,1,189,618,46,126,1,-1,-1,-1
37,1,187,620,46,125,1,-1,-1,-1
38,1,186,621,48,126,1,-1,-1,-1
39,1,182,622,55,128,1,-1,-1,-1
40,1,177,623,58,127,1,-1,-1,-1
41,1,177,623,58,127,1,-1,-1,-1
42,1,170,627,55,128,1,-1,-1,-1
43,1,168,627,54,128,1,-1,-1,-1
44,1,163,626,54,128,1,-1,-1,-1
45,1,164,626,51,126,1,-1,-1,-1
46,1,165,626,46,124,1,-1,-1,-1
47,1,161,628,47,124,1,-1,-1,-1
48,1,160,628,47,124,1,-1,-1,-1
49,1,151,627,51,126,1,-1,-1,-1
50,1,146,627,53,128,1,-1,-1,-1
51,1,145,627,53,128,1,-1,-1,-1
52,1,135,629,61,128,1,-1,-1,-1
53,1,133,629,61,128,1,-1,-1,-1
54,1,130,629,62,127,1,-1,-1,-1
55,1,126,631,61,128,1,-1,-1,-1
56,1,123,632,60,128,1,-1,-1,-1
57,1,117,632,59,131,1,-1,-1,-1
58,1,117,632,59,132,1,-1,-1,-1
59,1,114,632,52,132,1,-1,-1,-1
60,1,113,632,52,132,1,-1,-1,-1
61,1,107,632,50,129,1,-1,-1,-1
62,1,105,633,48,130,1,-1,-1,-1
63,1,101,633,43,131,1,-1,-1,-1
64,1,99,633,45,132,1,-1,-1,-1
65,1,94,633,48,133,1,-1,-1,-1
66,1,91,634,51,133,1,-1,-1,-1
67,1,88,635,53,134,1,-1,-1,-1
68,1,80,635,58,134,1,-1,-1,-1
69,1,76,637,59,132,1,-1,-1,-1
70,1,76,637,58,132,1,-1,-1,-1
71,1,74,637,54,134,1,-1,-1,-1
