1,-1,273,587,55,121,1,-1,-1,-1
1,-1,595,420,43,83,1,-1,-1,-1
1,-1,719,750,85,151,1,-1,-1,-1
1,-1,1168,489,32,93,1,-1,-1,-1
1,-1,1128,370,26,68,1,-1,-1,-1
1,-1,1647,357,24,65,1,-1,-1,-1
1,-1,641,488,11,10,1,-1,-1,-1
1,-1,986,442,44,96,1,-1,-1,-1
1,-1,1113,561,46,117,1,-1,-1,-1
1,-1,1520,425,37,81,1,-1,-1,-1
1,-1,1260,741,78,138,1,-1,-1,-1
1,-1,820,324,21,53,1,-1,-1,-1
1,-1,1886,503,33,106,1,-1,-1,-1
2,-1,269,588,54,121,1,-1,-1,-1
2,-1,595,419,40,85,1,-1,-1,-1
2,-1,719,752,85,151,1,-1,-1,-1
2,-1,1169,488,32,94,1,-1,-1,-1
2,-1,1127,368,23,69,1,-1,-1,-1
2,-1,1648,357,23,65,1,-1,-1,-1
2,-1,642,487,10,10,1,-1,-1,-1
2,-1,982,443,46,95,1,-1,-1,-1
2,-1,1115,560,46,117,1,-1,-1,-1
2,-1,1522,426,34,80,1,-1,-1,-1
2,-1,1269,744,75,135,1,-1,-1,-1
2,-1,818,325,21,53,1,-1,-1,-1
2,-1,1885,505,34,106,1,-1,-1,-1
3,-1,268,589,54,121,1,-1,-1,-1
3,-1,596,419,39,85,1,-1,-1,-1
3,-1,721,753,83,151,1,-1,-1,-1
3,-1,1169,488,33,96,1,-1,-1,-1
3,-1,1125,369,24,69,1,-1,-1,-1
3,-1,1649,359,24,66,1,-1,-1,-1
3,-1,642,489,10,10,1,-1,-1,-1
3,-1,981,443,46,94,1,-1,-1,-1
3,-1,1115,560,46,117,1,-1,-1,-1
3,-1,1523,426,34,78,1,-1,-1,-1
3,-1,1270,744,75,136,1,-1,-1,-1
3,-1,818,325,21,53,1,-1,-1,-1
3,-1,1884,507,35,105,1,-1,-1,-1
4,-1,264,591,52,122,1,-1,-1,-1
4,-1,597,419,37,84,1,-1,-1,-1
4,-1,725,757,77,150,1,-1,-1,-1
4,-1,1172,490,31,96,1,-1,-1,-1
4,-1,1118,371,28,66,1,-1,-1,-1
4,-1,1649,361,25,66,1,-1,-1,-1
4,-1,641,489,10,10,1,-1,-1,-1
4,-1,976,444,47,93,1,-1,-1,-1
4,-1,1116,561,46,119,1,-1,-1,-1
4,-1,1523,426,33,77,1,-1,-1,-1
4,-1,1290,746,65,138,1,-1,-1,-1
4,-1,817,325,21,54,1,-1,-1,-1
4,-1,1884,508,35,106,1,-1,-1,-1
5,-1,263,592,51,122,1,-1,-1,-1
5,-1,600,420,35,84,1,-1,-1,-1
5,-1,731,760,73,151,1,-1,-1,-1
5,-1,1172,490,31,96,1,-1,-1,-1
5,-1,1117,371,28,66,1,-1,-1,-1
5,-1,1650,362,25,66,1,-1,-1,-1
5,-1,640,491,10,10,1,-1,-1,-1
5,-1,975,444,46,94,1,-1,-1,-1
5,-1,1118,562,46,119,1,-1,-1,-1
5,-1,1528,429,28,77,1,-1,-1,-1
5,-1,1292,745,66,139,1,-1,-1,-1
5,-1,815,327,18,54,1,-1,-1,-1
5,-1,1885,508,34,107,1,-1,-1,-1
6,-1,261,594,49,122,1,-1,-1,-1
6,-1,604,420,31,84,1,-1,-1,-1
6,-1,733,760,71,151,1,-1,-1,-1
6,-1,1175,495,35,93,1,-1,-1,-1
6,-1,1114,372,30,66,1,-1,-1,-1
6,-1,1650,363,25,66,1,-1,-1,-1
6,-1,640,491,11,11,1,-1,-1,-1
6,-1,972,444,44,96,1,-1,-1,-1
6,-1,1118,562,46,119,1,-1,-1,-1
6,-1,1528,429,27,77,1,-1,-1,-1
6,-1,1296,743,70,142,1,-1,-1,-1
6,-1,815,327,18,54,1,-1,-1,-1
6,-1,1885,509,34,107,1,-1,-1,-1
7,-1,259,596,48,122,1,-1,-1,-1
7,-1,608,423,27,84,1,-1,-1,-1
7,-1,747,763,58,151,1,-1,-1,-1
7,-1,1175,498,37,93,1,-1,-1,-1
7,-1,1112,372,31,66,1,-1,-1,-1
7,-1,1652,362,23,66,1,-1,-1,-1
7,-1,640,491,11,11,1,-1,-1,-1
7,-1,971,445,43,96,1,-1,-1,-1
7,-1,1118,565,47,118,1,-1,-1,-1
7,-1,1531,428,23,78,1,-1,-1,-1
7,-1,1301,740,75,146,1,-1,-1,-1
7,-1,813,329,17,54,1,-1,-1,-1
7,-1,1885,518,34,99,1,-1,-1,-1
8,-1,258,596,47,123,1,-1,-1,-1
8,-1,608,423,28,84,1,-1,-1,-1
8,-1,758,760,46,156,1,-1,-1,-1
8,-1,1175,498,38,93,1,-1,-1,-1
8,-1,1110,373,33,66,1,-1,-1,-1
8,-1,1654,360,21,66,1,-1,-1,-1
8,-1,639,492,11,11,1,-1,-1,-1
8,-1,969,445,41,96,1,-1,-1,-1
8,-1,1119,568,50,117,1,-1,-1,-1
8,-1,1531,428,23,79,1,-1,-1,-1
8,-1,1304,741,76,143,1,-1,-1,-1
8,-1,812,330,17,54,1,-1,-1,-1
8,-1,1886,530,33,88,1,-1,-1,-1
9,-1,257,597,45,125,1,-1,-1,-1
9,-1,601,426,46,84,1,-1,-1,-1
9,-1,759,761,47,156,1,-1,-1,-1
9,-1,1175,500,38,93,1,-1,-1,-1
9,-1,1108,373,30,67,1,-1,-1,-1
9,-1,1653,360,22,66,1,-1,-1,-1
9,-1,639,492,11,11,1,-1,-1,-1
9,-1,969,446,40,96,1,-1,-1,-1
9,-1,1119,568,50,117,1,-1,-1,-1
9,-1,1530,426,22,82,1,-1,-1,-1
9,-1,1308,741,77,139,1,-1,-1,-1
9,-1,809,331,17,54,1,-1,-1,-1
9,-1,1889,530,30,87,1,-1,-1,-1
10,-1,256,598,44,125,1,-1,-1,-1
10,-1,600,426,48,84,1,-1,-1,-1
10,-1,762,765,57,154,1,-1,-1,-1
10,-1,1175,500,37,94,1,-1,-1,-1
10,-1,1107,373,27,68,1,-1,-1,-1
10,-1,1652,361,23,66,1,-1,-1,-1
10,-1,638,493,10,10,1,-1,-1,-1
10,-1,969,447,39,97,1,-1,-1,-1
10,-1,1119,570,49,117,1,-1,-1,-1
10,-1,1529,425,23,83,1,-1,-1,-1
10,-1,1315,744,73,138,1,-1,-1,-1
10,-1,808,331,17,54,1,-1,-1,-1
10,-1,1890,530,29,87,1,-1,-1,-1
11,-1,255,600,43,125,1,-1,-1,-1
11,-1,598,428,52,84,1,-1,-1,-1
11,-1,761,767,70,154,1,-1,-1,-1
11,-1,1175,500,35,95,1,-1,-1,-1
11,-1,1106,374,27,67,1,-1,-1,-1
11,-1,1651,362,25,67,1,-1,-1,-1
11,-1,637,493,11,10,1,-1,-1,-1
11,-1,968,448,36,97,1,-1,-1,-1
11,-1,1119,570,49,117,1,-1,-1,-1
11,-1,1529,425,24,82,1,-1,-1,-1
11,-1,1317,744,72,138,1,-1,-1,-1
11,-1,805,332,17,54,1,-1,-1,-1
11,-1,1895,531,24,86,1,-1,-1,-1
12,-1,252,601,45,124,1,-1,-1,-1
12,-1,599,429,50,83,1,-1,-1,-1
12,-1,756,771,83,153,1,-1,-1,-1
12,-1,1175,501,34,94,1,-1,-1,-1
12,-1,1102,375,26,66,1,-1,-1,-1
12,-1,1651,362,25,67,1,-1,-1,-1
