1,-1,914,855,55,172,1,-1,-1,-1
1,-1,917,575,32,122,1,-1,-1,-1
1,-1,956,557,53,133,1,-1,-1,-1
1,-1,1257,673,44,141,1,-1,-1,-1
1,-1,1888,400,30,101,1,-1,-1,-1
1,-1,1715,325,23,81,1,-1,-1,-1
1,-1,1520,478,50,82,1,-1,-1,-1
1,-1,1416,531,41,113,1,-1,-1,-1
1,-1,1091,378,33,86,1,-1,-1,-1
1,-1,978,333,22,75,1,-1,-1,-1
1,-1,987,464,29,104,1,-1,-1,-1
1,-1,937,321,24,78,1,-1,-1,-1
1,-1,933,280,23,57,1,-1,-1,-1
1,-1,799,353,55,78,1,-1,-1,-1
1,-1,637,394,34,94,1,-1,-1,-1
1,-1,245,457,28,109,1,-1,-1,-1
1,-1,189,261,25,58,1,-1,-1,-1
1,-1,957,551,12,11,1,-1,-1,-1
2,-1,907,855,67,172,1,-1,-1,-1
2,-1,917,575,32,122,1,-1,-1,-1
2,-1,957,557,52,133,1,-1,-1,-1
2,-1,1257,673,44,141,1,-1,-1,-1
2,-1,1888,400,30,101,1,-1,-1,-1
2,-1,1713,325,24,81,1,-1,-1,-1
2,-1,1521,478,50,82,1,-1,-1,-1
2,-1,1416,531,41,113,1,-1,-1,-1
2,-1,1090,378,32,86,1,-1,-1,-1
2,-1,978,333,22,75,1,-1,-1,-1
2,-1,987,464,29,103,1,-1,-1,-1
2,-1,937,321,25,77,1,-1,-1,-1
2,-1,933,279,23,57,1,-1,-1,-1
2,-1,803,353,53,78,1,-1,-1,-1
2,-1,637,393,35,94,1,-1,-1,-1
2,-1,245,457,28,109,1,-1,-1,-1
2,-1,189,261,25,58,1,-1,-1,-1
2,-1,957,551,12,11,1,-1,-1,-1
3,-1,901,855,79,172,1,-1,-1,-1
3,-1,917,575,33,122,1,-1,-1,-1
3,-1,957,558,51,133,1,-1,-1,-1
3,-1,1257,673,44,142,1,-1,-1,-1
3,-1,1888,400,30,101,1,-1,-1,-1
3,-1,1711,325,26,81,1,-1,-1,-1
3,-1,1521,478,50,83,1,-1,-1,-1
3,-1,1415,531,41,114,1,-1,-1,-1
3,-1,1089,378,31,86,1,-1,-1,-1
3,-1,977,333,22,75,1,-1,-1,-1
3,-1,987,464,30,103,1,-1,-1,-1
3,-1,937,320,25,77,1,-1,-1,-1
3,-1,933,279,23,57,1,-1,-1,-1
3,-1,806,352,51,79,1,-1,-1,-1
3,-1,636,393,36,94,1,-1,-1,-1
3,-1,245,457,28,109,1,-1,-1,-1
